Median_colony_size,mean_cover,BlackMarble_2016_3km_geo.3,ID,value
14.5,1.582347497,15,1020056,0.0
13.0,2.598100087,18,1020057,0.0
13.0,2.598100087,11,1020058,0.0
13.0,2.598100087,35,1020059,0.0
13.0,2.598100087,13,1020060,0.0
14.5,1.582347497,14,1020061,0.0
14.5,1.582347497,14,1020062,0.0
14.5,1.582347497,15,1020063,0.0
13.0,2.598100087,14,1020064,0.0
13.0,2.598100087,11,1020065,0.0
13.0,2.598100087,16,1020066,0.0
14.5,0.512125246,15,1020067,0.0
14.5,0.512125246,14,1020068,0.0
14.5,0.512125246,15,1020069,0.0
14.5,0.512125246,15,1020070,0.0
13.0,3.732456907,17,1020071,0.0
13.0,3.732456907,16,1020072,0.0
13.0,3.732456907,14,1020073,0.0
13.0,3.732456907,19,1020074,0.0
13.0,3.332828082,6,1020075,0.0
13.0,3.332828082,22,1020076,0.0
13.0,3.332828082,9,1020077,0.0
13.0,3.332828082,13,1020078,0.0
13.0,3.732456907,14,1020079,0.0
13.0,3.332828082,9,1020080,0.0
13.0,3.332828082,57,1020081,2.0
13.0,3.332828082,12,1020082,0.0
13.0,3.332828082,14,1020083,0.0
13.0,3.50143802,15,1020084,0.0
13.0,3.50143802,13,1020085,0.0
13.0,2.96669186865248,14,1020086,0.0
13.0,2.96669186865248,13,1020087,0.0
14.5,0.654899643,13,1020088,0.0
14.5,0.654899643,12,1020089,0.0
14.5,0.654899643,13,1020090,0.0
13.0,3.332828082,18,1020091,0.0
13.0,3.332828082,20,1020092,0.0
13.0,3.332828082,20,1020093,0.0
13.0,3.50143802,23,1020094,0.0
13.0,3.50143802,2,1020095,0.0
13.0,3.50143802,29,1020096,0.0
13.0,3.50143802,24,1020097,0.0
13.0,3.50143802,13,1020098,0.0
13.0,2.96669186865248,24,1020099,0.0
13.0,2.96669186865248,15,1020100,0.0
14.5,1.491167422,15,1020101,0.0
14.5,1.491167422,13,1020102,0.0
14.5,1.491167422,14,1020103,0.0
14.5,0.654899643,20,1020104,0.0
14.5,0.654899643,23,1020105,3.0
14.5,0.654899643,18,1020106,0.0
13.0,3.50143802,2,1020107,0.0
13.0,3.50143802,145,1020108,4.0
13.0,3.50143802,9,1020109,0.0
13.0,2.96669186865248,21,1020110,0.0
13.0,2.96669186865248,14,1020111,0.0
14.5,1.491167422,13,1020112,0.0
14.5,1.491167422,23,1020113,0.0
14.5,1.491167422,11,1020114,0.0
14.5,1.491167422,14,1020115,0.0
14.5,0.654899643,12,1020116,0.0
14.5,0.654899643,13,1020117,0.0
14.5,0.654899643,12,1020118,0.0
13.0,3.50143802,15,1020119,0.0
13.0,3.50143802,0,1020120,0.0
13.0,3.50143802,43,1020121,0.0
13.0,3.50143802,14,1020122,0.0
13.0,2.829494466,19,1020123,0.0
13.0,2.829494466,15,1020124,0.0
14.5,1.491167422,15,1020125,0.0
14.5,1.491167422,11,1020126,0.0
14.5,1.491167422,17,1020127,0.0
13.0,3.50143802,15,1020128,0.0
13.0,3.50143802,8,1020129,0.0
13.0,3.50143802,14,1020130,0.0
13.0,3.50143802,18,1020131,0.0
13.0,3.50143802,12,1020132,0.0
13.0,2.829494466,14,1020133,0.0
13.0,2.829494466,16,1020134,0.0
13.0,2.829494466,15,1020135,0.0
13.0,2.829494466,15,1020136,0.0
14.5,3.016862245,15,1020137,0.0
14.5,3.016862245,18,1020138,0.0
14.5,3.202692983,20,1020139,0.0
14.5,3.202692983,19,1020140,0.0
14.5,1.491167422,14,1020141,0.0
14.5,1.491167422,12,1020142,0.0
14.5,1.491167422,14,1020143,0.0
13.0,2.829494466,15,1020144,0.0
13.0,2.829494466,15,1020145,0.0
14.5,3.016862245,16,1020146,0.0
14.5,3.016862245,16,1020147,0.0
14.5,3.202692983,14,1020148,0.0
14.5,3.202692983,16,1020149,0.0
13.0,2.96669186865248,15,1020150,0.0
13.0,2.96669186865248,16,1020151,0.0
13.0,2.96669186865248,16,1020152,0.0
13.0,2.96669186865248,15,1020153,0.0
13.0,2.96669186865248,20,1020154,0.0
13.0,2.96669186865248,15,1020155,0.0
13.5,2.567804407,14,1030001,0.0
13.5,2.567804407,15,1030002,0.0
13.5,2.567804407,15,1030003,0.0
13.5,2.567804407,14,1030004,0.0
13.5,2.567804407,15,1030005,0.0
13.5,2.567804407,14,1030006,0.0
13.5,2.90963571,15,1030007,0.0
13.5,2.90963571,14,1030008,0.0
13.5,4.133616295,14,1030009,0.0
13.5,2.90963571,14,1030010,0.0
13.5,4.133616295,14,1030011,0.0
13.5,2.90963571,15,1030012,0.0
13.5,4.133616295,15,1030013,0.0
13.5,2.513806281,13,1030014,0.0
13.5,2.513806281,35,1030015,2.0
13.5,4.133616295,13,1030016,0.0
13.5,4.133616295,15,1030017,0.0
13.5,2.513806281,15,1030018,0.0
13.5,2.513806281,11,1030019,1.0
13.5,3.53930269385455,24,1030020,4.0
13.5,5.778847045,14,1030021,0.0
13.5,2.513806281,15,1030022,0.0
13.5,2.513806281,19,1030023,1.0
13.5,5.778847045,13,1030024,0.0
13.5,2.513806281,15,1030025,0.0
13.5,2.513806281,19,1030026,1.0
13.5,5.778847045,14,1030027,0.0
13.5,1.771366333,14,1030028,0.0
13.5,5.778847045,15,1030029,0.0
13.5,4.386077445,15,1030030,0.0
13.5,4.386077445,14,1030031,0.0
13.5,4.386077445,14,1030032,0.0
13.5,4.386077445,21,1030033,0.0
13.5,4.386077445,15,1030034,0.0
13.5,4.386077445,15,1030035,0.0
13.5,4.386077445,16,1030036,1.0
13.5,4.386077445,15,1030037,0.0
13.5,4.386077445,15,1030038,0.0
13.5,4.386077445,15,1030039,0.0
13.5,4.386077445,15,1030040,0.0
13.5,4.386077445,15,1030041,0.0
13.5,3.770008796,14,1030042,0.0
13.5,3.770008796,20,1030043,0.0
13.5,3.770008796,14,1030044,0.0
13.5,3.770008796,18,1030045,0.0
13.5,3.770008796,15,1030046,0.0
13.5,3.770008796,13,1030047,0.0
13.5,3.770008796,23,1030048,0.0
13.5,3.770008796,14,1030049,0.0
13.5,3.770008796,15,1030050,0.0
13.5,3.770008796,14,1030051,0.0
13.5,3.770008796,14,1030052,0.0
13.5,1.961991637,15,1030053,0.0
13.5,1.961991637,15,1030054,0.0
13.5,1.961991637,15,1030055,0.0
13.5,1.961991637,14,1030056,0.0
14.5,4.10196994,14,1040001,0.0
14.5,4.10196994,15,1040002,0.0
14.5,4.10196994,13,1040003,0.0
14.5,4.10196994,19,1040004,2.0
14.5,4.10196994,15,1040005,0.0
14.5,4.10196994,13,1040006,0.0
12.0,4.121413788,15,1050001,1.0
12.0,4.121413788,15,1050002,1.0
12.0,4.121413788,15,1050003,1.0
12.0,4.121413788,15,1050004,1.0
12.0,4.121413788,15,1050005,1.0
12.0,4.121413788,15,1050006,1.0
18.5,1.450154813,15,1050007,0.0
18.5,1.450154813,15,1050008,0.0
18.5,1.450154813,15,1050009,1.0
18.5,1.450154813,14,1050010,0.0
18.5,1.450154813,14,1050011,0.0
18.5,1.450154813,15,1050012,0.0
12.5,14.546094377,14,1050013,0.0
12.5,14.546094377,15,1050014,0.0
12.5,14.546094377,14,1050015,1.0
12.5,14.546094377,15,1050016,0.0
12.5,14.546094377,15,1050017,0.0
12.5,14.546094377,15,1050018,1.0
12.5,14.546094377,15,1050019,0.0
12.5,14.546094377,15,1050020,0.0
12.5,14.546094377,15,1050021,0.0
12.0,7.572201704,15,1050022,0.0
12.0,7.572201704,15,1050023,0.0
12.0,7.572201704,14,1050024,2.0
12.0,7.572201704,15,1050025,0.0
12.0,7.572201704,15,1050026,1.0
12.0,7.572201704,14,1050027,1.0
12.0,7.572201704,14,1050028,1.0
12.0,7.572201704,14,1050029,1.0
12.0,7.572201704,15,1050030,0.0
18.5,0.209521819,14,1050031,2.0
18.5,0.209521819,15,1050032,4.0
11.0,0.235738297,14,1060001,0.0
11.0,0.235738297,15,1060002,0.0
11.0,0.235738297,15,1060003,0.0
11.0,0.235738297,15,1060004,0.0
11.0,0.235738297,15,1060005,0.0
11.0,0.235738297,15,1060006,0.0
11.0,0.235738297,15,1060007,0.0
11.0,0.235738297,14,1060008,4.0
11.0,0.235738297,15,1060009,3.0
11.0,0.235738297,14,1060010,0.0
11.0,0.235738297,15,1060011,0.0
11.0,0.235738297,14,1060012,0.0
11.0,0.235738297,14,1060013,4.0
11.0,0.235738297,15,1060014,4.0
11.0,0.235738297,15,1060015,0.0
11.0,0.235738297,15,1060016,0.0
11.0,0.235738297,15,1060017,1.0
11.0,0.235738297,14,1060018,2.0
11.0,0.235738297,15,1060019,0.0
11.0,0.235738297,14,1060020,0.0
11.0,0.235738297,15,1060021,0.0
11.0,0.235738297,15,1060022,0.0
11.0,0.235738297,15,1060023,0.0
